post_id,post_title,_search_title,post_status,post_tags,post_category,default_category,featured,featured_image,submit_ip,overall_rating,rating_count,street,street2,city,region,country,zip,latitude,longitude,mapview,mapzoom,logo,facebook,website,property_features,email,telfono
3938,OsteoCan,osteocan,publish,"Barcelona,Cataluña,Fisioterapia,Relax,Salud",",283,344,",283,0,NULL,80.26.184.170,0,0,"Carrer de Cartagena, 222",NULL,Barcelona,Barcelona,Spain,8013,414.067.582,21.805.847,ROADMAP,,NULL,https://www.facebook.com/OsteoCan/,https://osteocan.es/,NULL,NULL,NULL
4001,Auto Draft,auto draft,auto-draft,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4014,American Electric Lofts Apartments,american electric lofts apartments,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4015,Lacroix at The Rittenhouse,lacroix at the rittenhouse,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4016,The Fountain Restaurant,the fountain restaurant,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4017,Percy Street Barbecue,percy street barbecue,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4018,Zavino Pizzeria and Wine Bar,zavino pizzeria and wine bar,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4019,Village Whiskey,village whiskey,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4020,Chestnut Hill Hotel,chestnut hill hotel,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4021,Best Western Center City Hotel,best western center city hotel,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4022,Alexander Inn,alexander inn,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4023,Four Seasons Philadelphia,four seasons philadelphia,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4024,Courtyard Philadelphia Downtown,courtyard philadelphia downtown,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4025,Hilton Inn at Penn,hilton inn at penn,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Philadelphia,Pennsylvania,United States,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4045,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4046,Animals Sense Sostre,animals sense sostre,publish,"Barcelona,Cataluña,Protectora,Protectoras de animales en Barcelona,Protectoras de animales en Cataluña,Protectoras de animales en Catalunya",",282,",282,0,NULL,80.26.184.170,0,0,"Masia Can Bugunya, s/n",NULL,Vallirana,Barcelona,Spain,8759,413.683.212,19.323.702,ROADMAP,,,https://www.facebook.com/AnimalsSenseSostre,https://animalssensesostre.org/,NULL,animalssensesostre@gmail.com,NULL
4073,TEST LISTING,test listing,trash,,",30,",30,0,NULL,143.178.202.232,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4120,Mascotaxi Barcelona,mascotaxi barcelona,publish,"Barcelona,Cataluña,Taxi",",290,",290,0,NULL,80.26.184.170,0,0,Barcelona,NULL,Barcelona,Barcelona,Spain,8001,413.795.863,21.683.571,ROADMAP,,NULL,https://www.facebook.com/mascotaxi.bcn/,https://www.facebook.com/mascotaxi.bcn/,NULL,NULL,NULL
4123,Taxi Blau Barcelona,taxi blau barcelona,publish,"Barcelona,Cataluña,Taxi",",290,",290,0,NULL,80.26.184.170,0,0,"Av. dels Rabassaires, 21",NULL,Mollet del Vallès,Barcelona,Spain,8100,415.407.217,22.218.618,ROADMAP,,NULL,https://www.facebook.com/taxiblaubarcelona/,https://www.taxiblaubarcelona.es/servicios/taxi-para-mascotas/,NULL,NULL,NULL
4127,"Playa Montgat, en Masnou",playa montgat en masnou,publish,"Barcelona,Cataluña,Playa canina en Barcelona,Playas,Playas caninas en Catalunya",",291,",291,0,NULL,80.26.184.170,0,0,"N-II, 58",NULL,El Masnou,Barcelona,Spain,8320,414.800.789,23.233.412,ROADMAP,,NULL,,,NULL,NULL,NULL
4136,"Playa de Llevant, playa para perros en Barcelona",playa de llevant playa para perros en barcelona,publish,"Barcelona,Cataluña,Playa canina,Playa canina en Barcelona,Playas,Playas caninas en Catalunya",",291,",291,0,NULL,80.26.184.170,0,0,"Passeig Marítim del Bogatell, 145",NULL,Barcelona,Barcelona,Spain,8005,414.041.678,22.175.083,ROADMAP,,,,https://www.barcelona.cat/es/que-hacer-en-bcn/banos-y-playas/area-de-perros-de-la-playa-de-levante,NULL,,NULL
4144,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4146,Playa Para Perros Vallcarca En Sitges,playa para perros vallcarca en sitges,publish,"Barcelona,Cataluña,Playa canina en Barcelona,Playas,Playas caninas en Catalunya,Sitges",",291,",291,0,NULL,80.26.184.170,0,0,C-31,NULL,Sitges,Barcelona,Spain,8872,412.398.735,18.665.708,ROADMAP,,NULL,,https://www.catalunya.com/cala-vallcarca-17-17003-289?language=es,NULL,NULL,NULL
4161,TEST LISTING,test listing,trash,NULL,NULL,NULL,0,NULL,143.178.202.232,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4163,Mascotaxi Barcelona,mascotaxi barcelona,inherit,,",290,",290,0,NULL,80.26.184.170,0,0,Barcelona,NULL,Barcelona,Barcelona,Spain,8001,413.795.863,21.683.571,ROADMAP,,NULL,https://www.facebook.com/mascotaxi.bcn/,https://www.facebook.com/mascotaxi.bcn/,NULL,NULL,NULL
4164,Mascotaxi Barcelona,mascotaxi barcelona,inherit,,",290,",290,0,NULL,80.26.184.170,0,0,Barcelona,NULL,Barcelona,Barcelona,Spain,8001,413.795.863,21.683.571,ROADMAP,,NULL,https://www.facebook.com/mascotaxi.bcn/,https://www.facebook.com/mascotaxi.bcn/,NULL,NULL,NULL
4173,"Playa de Llevant, playa para perros en Barcelona",playa de llevant playa para perros en barcelona,inherit,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4174,"Playa De Llevant, Playa Para Perros En Barcelona",playa de llevant playa para perros en barcelona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,"Passeig Marítim del Bogatell, 145",NULL,Barcelona,Barcelona,Spain,8005,414.041.678,22.175.083,ROADMAP,,NULL,,https://www.barcelona.cat/es/que-hacer-en-bcn/banos-y-playas/area-de-perros-de-la-playa-de-levante,NULL,NULL,NULL
4175,"Les Salines – playa para perros en Cubelles, Barcelona",les salines playa para perros en cubelles barcelona,publish,"Barcelona,Cataluña,Playas,Playas caninas en Catalunya",",291,",291,0,/2021/09/Playa-Para-Perros-En-Cubelles-Barcelona.jpeg,80.26.184.170,0,0,"Carrer de Mars Mortes, 36",NULL,Cubelles,Barcelona,Spain,8880,411.960.506,16.581.017,ROADMAP,16,NULL,,"https://www.google.com/maps/place/Platja+de+Cubelles+per+a+gossos/@41.1966718,1.6567593,15.59z/data=!4m9!1m2!2m1!1sPlaya+Para+Perros+En+Cubelles,+Barcelona!3m5!1s0x0:0x9fa82b0ce68c15ad!8m2!3d41.1960506!4d1.6581017!15sCihQbGF5YSBQYXJhIFBlcnJvcyBFbiBDdWJlbGxlcywgQmFyY2Vsb25hWikiJ3BsYXlhIHBhcmEgcGVycm9zIGVuIGN1YmVsbGVzIGJhcmNlbG9uYZIBCGRvZ19wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJoTlZCTVMyWm5FQUU",NULL,NULL,NULL
4182,"Les Salines – Playa Para Perros En Cubelles, Barcelona",les salines playa para perros en cubelles barcelona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,"Carrer de Mars Mortes, 36",NULL,Cubelles,Barcelona,Spain,8880,411.960.506,16.581.017,ROADMAP,16,NULL,,"https://www.google.com/maps/place/Platja+de+Cubelles+per+a+gossos/@41.1966718,1.6567593,15.59z/data=!4m9!1m2!2m1!1sPlaya+Para+Perros+En+Cubelles,+Barcelona!3m5!1s0x0:0x9fa82b0ce68c15ad!8m2!3d41.1960506!4d1.6581017!15sCihQbGF5YSBQYXJhIFBlcnJvcyBFbiBDdWJlbGxlcywgQmFyY2Vsb25hWikiJ3BsYXlhIHBhcmEgcGVycm9zIGVuIGN1YmVsbGVzIGJhcmNlbG9uYZIBCGRvZ19wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJoTlZCTVMyWm5FQUU",NULL,NULL,NULL
4184,"Les Salines – Playa Para Perros En Cubelles, Barcelona",les salines playa para perros en cubelles barcelona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,"Carrer de Mars Mortes, 36",NULL,Cubelles,Barcelona,Spain,8880,411.960.506,16.581.017,ROADMAP,16,NULL,,"https://www.google.com/maps/place/Platja+de+Cubelles+per+a+gossos/@41.1966718,1.6567593,15.59z/data=!4m9!1m2!2m1!1sPlaya+Para+Perros+En+Cubelles,+Barcelona!3m5!1s0x0:0x9fa82b0ce68c15ad!8m2!3d41.1960506!4d1.6581017!15sCihQbGF5YSBQYXJhIFBlcnJvcyBFbiBDdWJlbGxlcywgQmFyY2Vsb25hWikiJ3BsYXlhIHBhcmEgcGVycm9zIGVuIGN1YmVsbGVzIGJhcmNlbG9uYZIBCGRvZ19wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJoTlZCTVMyWm5FQUU",NULL,NULL,NULL
4185,"Les Salines – Playa Para Perros En Cubelles, Barcelona",les salines playa para perros en cubelles barcelona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,"Carrer de Mars Mortes, 36",NULL,Cubelles,Barcelona,Spain,8880,411.960.506,16.581.017,ROADMAP,16,NULL,,"https://www.google.com/maps/place/Platja+de+Cubelles+per+a+gossos/@41.1966718,1.6567593,15.59z/data=!4m9!1m2!2m1!1sPlaya+Para+Perros+En+Cubelles,+Barcelona!3m5!1s0x0:0x9fa82b0ce68c15ad!8m2!3d41.1960506!4d1.6581017!15sCihQbGF5YSBQYXJhIFBlcnJvcyBFbiBDdWJlbGxlcywgQmFyY2Vsb25hWikiJ3BsYXlhIHBhcmEgcGVycm9zIGVuIGN1YmVsbGVzIGJhcmNlbG9uYZIBCGRvZ19wYXJrmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJoTlZCTVMyWm5FQUU",NULL,NULL,NULL
4186,"La Rubina – Playa para perros en Empuriabrava, Girona",la rubina playa para perros en empuriabrava girona,publish,"Cataluña,Girona,Playas",",291,",291,0,/2021/09/La-Rubina-–-Empuriabrava-Girona.jpeg,80.26.184.170,0,0,Carretera d'En Plus,NULL,Castelló d'Empúries,Girona,Spain,17486,422.585.788,31.482.619,ROADMAP,15,NULL,,"https://www.google.com/maps/place/Platja+canina+de+la+Rubina/@42.2511966,3.129414,15z/data=!4m9!1m2!2m1!1sLa+Rubina++Playa+para+perros+en+Empuriabrava!3m5!1s0x0:0xdc36379c88b63aaf!8m2!3d42.2585788!4d3.1482619!15sCi9MYSBSdWJpbmEg4oCTIFBsYXlhIHBhcmEgcGVycm9zIGVuIEVtcHVyaWFicmF2YVotIitsYSBydWJpbmEgcGxheWEgcGFyYSBwZXJyb3MgZW4gZW1wdXJpYWJyYXZhkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0yZDA5dGRGRm5FQUU",NULL,NULL,NULL
4187,"La Rubina – Playa para perros en Empuriabrava, Girona",la rubina playa para perros en empuriabrava girona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,Carretera d'En Plus,NULL,Castelló d'Empúries,Girona,Spain,17486,422.585.788,31.482.619,ROADMAP,15,NULL,,"https://www.google.com/maps/place/Platja+canina+de+la+Rubina/@42.2511966,3.129414,15z/data=!4m9!1m2!2m1!1sLa+Rubina++Playa+para+perros+en+Empuriabrava!3m5!1s0x0:0xdc36379c88b63aaf!8m2!3d42.2585788!4d3.1482619!15sCi9MYSBSdWJpbmEg4oCTIFBsYXlhIHBhcmEgcGVycm9zIGVuIEVtcHVyaWFicmF2YVotIitsYSBydWJpbmEgcGxheWEgcGFyYSBwZXJyb3MgZW4gZW1wdXJpYWJyYXZhkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0yZDA5dGRGRm5FQUU",NULL,NULL,NULL
4189,"La Rubina – Playa para perros en Empuriabrava, Girona",la rubina playa para perros en empuriabrava girona,inherit,,",291,",291,0,NULL,80.26.184.170,0,0,Carretera d'En Plus,NULL,Castelló d'Empúries,Girona,Spain,17486,422.585.788,31.482.619,ROADMAP,15,NULL,,"https://www.google.com/maps/place/Platja+canina+de+la+Rubina/@42.2511966,3.129414,15z/data=!4m9!1m2!2m1!1sLa+Rubina++Playa+para+perros+en+Empuriabrava!3m5!1s0x0:0xdc36379c88b63aaf!8m2!3d42.2585788!4d3.1482619!15sCi9MYSBSdWJpbmEg4oCTIFBsYXlhIHBhcmEgcGVycm9zIGVuIEVtcHVyaWFicmF2YVotIitsYSBydWJpbmEgcGxheWEgcGFyYSBwZXJyb3MgZW4gZW1wdXJpYWJyYXZhkgESdG91cmlzdF9hdHRyYWN0aW9umgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0yZDA5dGRGRm5FQUU",NULL,NULL,NULL
4202,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,80.26.184.170,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4203,"Playa de Els Griells, en l’Estartit, Torroella de Montgrí, Girona",playa de els griells en lestartit torroella de montgri girona,publish,"Cataluña,Girona,Playas",",291,",291,0,/2021/09/Playa-de-Els-Griells.jpeg,80.26.184.170,0,0,1 Urbanitzacio la Platera,NULL,Els Griells,Girona,Spain,17258,420.382.774,31.953.678,ROADMAP,14,NULL,,"https://www.google.com/maps/place/Playa+L'Estartit+-+Playa+canina/@42.0416926,3.1931936,16.05z/data=!4m13!1m7!3m6!1s0x12ba5a0dbf0319b3:0x89969c0344209b0a!2s17258+Els+Griells,+Girona!3b1!8m2!3d42.0418898!4d3.1949136!3m4!1s0x12ba5a0b831c90ff:0x2c7b7ec284d9d849!8m2!3d42.0382774!4d3.1953678?hl=en",NULL,NULL,NULL
